"id","customer_number","first_name","last_name","date_of_birth","gender","email","phone","address_line1","address_line2","city","state","postal_code","country","is_active","created_at","updated_at"
"b8c767f8-abe6-415e-ac95-eee2add797c8","CUST-000047","Shane","Nelson","2004-06-07","Female","brian12@example.org","5242362965417","81435 Belinda Plains Apt. 240","Suite 651","South Alisonmouth","Massachusetts","24371","IN","True","2025-11-18 11:48:57.757200+00:00","2025-11-18 11:48:57.757286+00:00"
"b8774655-bfef-444e-af37-30a3acd59f1d","CUST-000026","Brian","Hays","1972-08-26","Female","jamesbowen@example.org","2788441302016","5498 Christopher Creek Suite 859","Apt. 586","Wallaceberg","Indiana","79931","IN","True","2025-11-18 11:48:57.700617+00:00","2025-11-18 11:48:57.700699+00:00"
"b7166a54-d92b-4607-a6eb-e291d63f2a51","CUST-000015","Robert","Martinez","1981-10-11","Female","davidbenson@example.org","9296175419963","9913 Shelly Ports Suite 870","Suite 393","Harperbury","Missouri","80351","IN","True","2025-11-18 11:48:57.672529+00:00","2025-11-18 11:48:57.672815+00:00"
"a003b970-0ec9-4d84-a3e8-74d3c109a3be","CUST-000032","Dawn","Hale","1979-09-17","Male","andrew89@example.com","0013562300206","58755 Nancy Shoal Suite 669","Suite 221","Zacharyfort","Utah","90218","IN","True","2025-11-18 11:48:57.714282+00:00","2025-11-18 11:48:57.714373+00:00"
"959f1b70-bde4-429b-91b1-dfd377fcbb38","CUST-000017","Michael","Martin","1961-02-15","Female","lopezspencer@example.com","6105474546065","99244 Preston Bridge Suite 408","Suite 816","Katherinefurt","Louisiana","47837","IN","True","2025-11-18 11:48:57.677168+00:00","2025-11-18 11:48:57.677281+00:00"
"8d4f643d-52b7-458f-8c81-c4194bcf4c30","CUST-000046","Gregory","Brooks","1950-08-07","Male","danielwilliams@example.net","5123965183958","072 Clark Extension","Apt. 832","North Mary","Michigan","44220","IN","True","2025-11-18 11:48:57.754566+00:00","2025-11-18 11:48:57.754883+00:00"
"88d5b237-cd51-4f70-924a-48d3f78dc530","CUST-000036","Donald","Harris","2000-11-26","Male","jimmyarnold@example.net","1644527516843","988 Cynthia Street Suite 426","Apt. 262","North Billymouth","Pennsylvania","63606","IN","True","2025-11-18 11:48:57.722809+00:00","2025-11-18 11:48:57.722893+00:00"
"83234a1d-73dc-402c-847f-4c0397c2badf","CUST-000048","Julie","Walker","2004-03-12","Male","ksimmons@example.net","4907097940545","52921 Aimee Forges Suite 550","Suite 140","Port Justin","Kansas","10166","IN","True","2025-11-18 11:48:57.759328+00:00","2025-11-18 11:48:57.759406+00:00"
"7d6d369b-ffc4-43e3-b673-6c9760932807","CUST-000012","Kimberly","Mays","1975-11-06","Male","perrysarah@example.org","2366642747690","061 Angel Meadows Apt. 260","Suite 827","Lake Lucas","Rhode Island","15001","IN","True","2025-11-18 11:48:57.662645+00:00","2025-11-18 11:48:57.662805+00:00"
"7a20fb50-7818-45c1-80d2-88e693d9d8d0","CUST-000006","Michael","Grimes","2001-08-22","Female","willisdiane@example.net","5166669055089","8980 Wilson Ports","Apt. 614","East Hollyview","Minnesota","40379","IN","True","2025-11-18 11:48:57.647575+00:00","2025-11-18 11:48:57.647669+00:00"
"7348dcc4-fc25-4883-bb33-b0932dc39b0a","CUST-000049","Judith","Faulkner","1958-05-24","Male","mmunoz@example.com","7341223178944","1783 Fernandez Hollow","Apt. 032","Rossstad","Delaware","55194","IN","True","2025-11-18 11:48:57.761106+00:00","2025-11-18 11:48:57.761238+00:00"
"69f56931-5a62-43d9-82a3-6269a603d026","CUST-000011","Carla","Noble","1990-04-13","Male","davisamy@example.net","3651861376998","8699 Simpson Road Suite 585","Apt. 324","Port Rebecca","Maryland","43400","IN","True","2025-11-18 11:48:57.660602+00:00","2025-11-18 11:48:57.660691+00:00"
"672b0470-2812-415e-bf0e-379c114abcb9","CUST-000028","Terri","Bryant","1981-07-17","Male","mramirez@example.net","4624511383232","75647 Cole Dam","Suite 290","Palmerview","West Virginia","56854","IN","True","2025-11-18 11:48:57.704551+00:00","2025-11-18 11:48:57.704640+00:00"
"60fb4195-89ae-4f77-bbb3-089c920b3bf9","CUST-000029","Christine","Hernandez","1989-10-04","Other","steelecarmen@example.org","0621143385386","5306 Anderson Key","Suite 422","Villanuevastad","Oregon","78472","IN","True","2025-11-18 11:48:57.707052+00:00","2025-11-18 11:48:57.707133+00:00"
"60c2d663-3397-4276-906a-7342d4df9ba0","CUST-000045","Alyssa","Davis","1945-04-07","Female","lnelson@example.net","5916729161681","0195 Anderson Shores","Apt. 422","North Ryanchester","Virginia","07613","IN","True","2025-11-18 11:48:57.752638+00:00","2025-11-18 11:48:57.752727+00:00"
"5ec3f26b-5b47-4654-9ebd-f7cd7b917775","CUST-000025","Wesley","Waters","1988-12-29","Male","donalddavenport@example.net","3667952755009","08936 Carter Manors","Apt. 153","Millerton","Vermont","35835","IN","True","2025-11-18 11:48:57.698032+00:00","2025-11-18 11:48:57.698166+00:00"
"59dce6a6-c040-4f7d-8749-78c5165ed810","CUST-000044","Paul","Davis","1962-11-13","Female","tammytaylor@example.net","7406454351275","469 Francis Passage Suite 660","Suite 763","Lake Dylanberg","South Carolina","12661","IN","True","2025-11-18 11:48:57.750460+00:00","2025-11-18 11:48:57.750549+00:00"
"573a7ce1-5c5d-44de-b5e3-0a94443743b2","CUST-000013","Veronica","Richardson","1977-01-18","Male","cgibson@example.org","7293772447474","0651 Gutierrez Creek","Suite 135","New Carl","Oklahoma","60152","IN","True","2025-11-18 11:48:57.667801+00:00","2025-11-18 11:48:57.667929+00:00"
"4775280e-ff84-464a-af5d-ba897a7047f5","CUST-000043","Randy","Maxwell","1980-10-11","Other","thomaswhite@example.net","5510297101908","75566 Shawn Roads","Apt. 030","New Alisonshire","Indiana","43630","IN","True","2025-11-18 11:48:57.748228+00:00","2025-11-18 11:48:57.748392+00:00"
"44dc4b1b-1990-4671-960d-1e4a9c5ac0c1","CUST-000003","Ralph","Tucker","1979-09-21","Female","ahoward@example.com","5860077207307","31828 Chelsea Ridge","Apt. 087","East Jean","New Jersey","84635","IN","True","2025-11-18 11:48:57.639901+00:00","2025-11-18 11:48:57.640037+00:00"
"42166b6f-62b3-46c7-8e8f-840db2fb25cc","CUST-000035","Thomas","Shaw","1964-12-11","Other","rachel35@example.net","1704458936501","58285 Robert Ford","Apt. 340","South Danielton","Colorado","91247","IN","True","2025-11-18 11:48:57.720828+00:00","2025-11-18 11:48:57.720909+00:00"
"41f65fe5-4acd-4bba-8dba-c7d39862889d","CUST-000031","Matthew","Wagner","1965-08-12","Other","joshuacarney@example.com","5087118563448","56471 Timothy Neck","Suite 937","Lake Christine","Missouri","01345","IN","True","2025-11-18 11:48:57.711566+00:00","2025-11-18 11:48:57.711750+00:00"
"3e600c97-c80a-462e-b080-e7c0f542b76f","CUST-000008","William","Harvey","1949-05-15","Female","harrisonmarc@example.com","1521808941599","527 Olivia Turnpike Suite 476","Apt. 185","Alexanderfurt","Tennessee","21022","IN","True","2025-11-18 11:48:57.653523+00:00","2025-11-18 11:48:57.653657+00:00"
"3628851d-c2d9-4ac9-bc50-72587a42525e","CUST-000034","James","Hunt","2000-08-16","Male","ehodges@example.net","6502435422181","9506 Jennifer Port Suite 056","Suite 926","West Johnbury","Nebraska","67076","IN","True","2025-11-18 11:48:57.718487+00:00","2025-11-18 11:48:57.718620+00:00"
"3277786e-6662-4eb7-aa19-0db1b0f22781","CUST-000042","Pamela","Ross","1946-09-06","Male","miranda15@example.com","2864342939511","706 Carter Fields","Suite 676","Lopezborough","Kansas","20431","IN","True","2025-11-18 11:48:57.745593+00:00","2025-11-18 11:48:57.745685+00:00"
"2e0f6c8f-5cfe-4e82-b262-cf16488e7b98","CUST-000019","Gerald","Williams","1975-12-09","Other","hicksrebecca@example.net","4067264524010","45016 Bowers Manor Suite 282","Suite 539","Kaitlynfort","Connecticut","99708","IN","True","2025-11-18 11:48:57.682623+00:00","2025-11-18 11:48:57.682707+00:00"
"2971a646-f708-443d-9499-01c22adc7f30","CUST-000027","Christine","Rodriguez","2003-10-24","Female","abigail51@example.org","7648380804959","66090 Sanders Branch Apt. 934","Apt. 615","New Victorstad","South Carolina","26723","IN","True","2025-11-18 11:48:57.702830+00:00","2025-11-18 11:48:57.702939+00:00"
"2689eda5-1310-4cec-8fd3-b1b7473ea188","CUST-000030","Tonya","Zuniga","1954-02-16","Male","sandy19@example.net","8747658361034","9491 Cody Fields","Apt. 615","Lake Laura","Wyoming","77261","IN","True","2025-11-18 11:48:57.708961+00:00","2025-11-18 11:48:57.709143+00:00"
"1fee2951-36e4-473c-bc67-9006a210ec87","CUST-000001","Laura","Mccoy","1949-08-23","Female","elucas@example.com","4337275436062","2529 Beck Port Suite 376","Apt. 402","Ryanville","Georgia","68356","IN","True","2025-11-18 11:48:57.615837+00:00","2025-11-18 11:48:57.615988+00:00"
"1c94d6fc-b94f-459b-b6e6-5abb987db0d6","CUST-000022","Bonnie","Owens","1994-06-13","Other","cthompson@example.org","3309968580149","52376 Cynthia Walk","Apt. 458","North Williamfurt","New Jersey","29565","IN","True","2025-11-18 11:48:57.689098+00:00","2025-11-18 11:48:57.689171+00:00"
"1478fa55-f7d4-4907-b105-e1e9db4c1756","CUST-000005","Aaron","Smith","1976-12-23","Male","riversrickey@example.com","1425211642305","6814 Nicholson Locks Apt. 043","Suite 303","East Alan","Kentucky","35277","IN","True","2025-11-18 11:48:57.645487+00:00","2025-11-18 11:48:57.645611+00:00"
"1133dc14-35dd-4356-a424-778a1d8ab694","CUST-000050","Robert","Walters","1961-06-05","Other","jonathan98@example.com","2277646279055","441 Baldwin Mountains Apt. 242","Suite 815","Dustinstad","Nebraska","72380","IN","True","2025-11-18 11:48:57.763135+00:00","2025-11-18 11:48:57.763246+00:00"
"0f46e852-d7ba-4744-865a-a7a3047f4c2c","CUST-000024","Michelle","Ferguson","1986-11-19","Other","jeffreyhowell@example.com","9621636133673","872 Curtis Stream","Suite 328","Jessicaville","Idaho","69131","IN","True","2025-11-18 11:48:57.695785+00:00","2025-11-18 11:48:57.695872+00:00"
"0aac1277-3101-4f51-a82d-7bf38466daac","CUST-000033","Richard","Smith","1977-04-04","Male","samantha38@example.net","7805707630434","7363 James Ferry Suite 260","Apt. 164","West Drewhaven","Ohio","90743","IN","True","2025-11-18 11:48:57.716325+00:00","2025-11-18 11:48:57.716402+00:00"
"08e042c5-3b12-4431-97bc-784631af4f5f","CUST-000040","Joseph","Garcia","1949-10-04","Other","kevin49@example.net","8674627263967","8365 Obrien Spring Suite 076","Apt. 533","Danielview","Maine","92086","IN","True","2025-11-18 11:48:57.737547+00:00","2025-11-18 11:48:57.737716+00:00"
"066b16d3-fa24-4a6e-b329-209245c5c2a2","CUST-000002","Daniel","Pacheco","1948-06-02","Other","gross@example.net","1264036547986","323 Antonio Divide","Suite 548","Dianaton","Utah","71935","IN","True","2025-11-18 11:48:57.637133+00:00","2025-11-18 11:48:57.637325+00:00"
"040ad6db-61f4-4307-b96d-a105701b249e","CUST-000020","Gilbert","Larson","1987-05-14","Female","travis40@example.com","6959196520393","956 Gonzales Ranch Apt. 119","Suite 389","East Margaretburgh","North Dakota","44393","IN","True","2025-11-18 11:48:57.684805+00:00","2025-11-18 11:48:57.684945+00:00"
"03f12988-10b5-46b1-8bf3-9f4123b503c2","CUST-000038","Thomas","Jimenez","1980-09-12","Female","trevor28@example.net","9340061938031","207 Pineda Pine Suite 446","Suite 321","Greenport","Colorado","13792","IN","True","2025-11-18 11:48:57.730391+00:00","2025-11-18 11:48:57.730570+00:00"
"024a1e1b-5cfc-4310-96b6-adbd5fac5ade","CUST-000009","Theresa","Ferrell","1994-07-30","Male","tinafloyd@example.net","0395760760146","366 Alejandra Summit","Apt. 835","Hardyside","New Mexico","24401","IN","True","2025-11-18 11:48:57.655726+00:00","2025-11-18 11:48:57.655828+00:00"
